,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
5829,1,1,0,2,0,0,3,2,23,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,3,3,3,4,4,4,3,4,4,3,3,4,4,4,3,3,2,2.0,3,4.0,1
5969,1,0,0,2,0,0,0,2,17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3,4,2,4,2,4.0,4.0,4.0,3.0,2.0,3.0,1,2,2,4,4,4,3,2,1,3,2,3,4,4,4,3,3,3.0,2,4.0,1
1388,1,1,0,2,4,0,4,4,30,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4,4,3,2,4,2,4,4,4,2,4,4,4,3,1,2.0,3,4.0,1
5173,1,1,1,2,2,1,0,0,23,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,3.0,3.0,3.0,2.0,4,1,4,4,3,3,3,3,2,4,2,2,4,3,2,2,2,3.0,3,3.0,0
6244,0,0,0,0,2,0,4,3,148,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,4,3,4,3,3.0,4.0,4.0,4.0,4.0,4.0,2,0,3,4,4,4,3,1,4,3,3,4,4,2,2,3,2,3.0,3,3.0,1
4691,0,0,0,2,2,1,3,1,80,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3,4,4,4,4.0,3.0,3.0,3.0,2.0,2.0,2,2,2,3,4,4,3,2,3,4,3,2,4,3,4,4,3,3.0,1,3.0,0
5094,1,1,1,2,2,1,0,0,23,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3,3,4,4,4,3.0,4.0,4.0,4.0,4.0,2.0,4,4,4,2,4,4,0,3,1,4,3,2,2,4,4,2,2,1.0,2,2.0,0
4017,0,1,0,2,2,1,0,0,77,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,4,4.0,4.0,4.0,4.0,3.0,4.0,4,1,4,4,4,4,4,0,2,4,3,4,4,4,4,2,4,3.0,3,4.0,1
5638,0,2,1,0,3,0,0,0,22,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,3,4.0,4.0,4.0,4.0,4.0,4.0,3,2,2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3.0,3,4.0,1
2977,0,0,1,0,0,1,3,2,148,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,3,2.0,3.0,3.0,2.0,3.0,3.0,2,1,3,3,3,2,3,2,2,2,4,3,4,4,4,4,1,1.0,3,2.0,0
2067,0,0,1,2,2,1,4,4,41,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,3.0,4.0,4.0,4,3,3,4,3,3,2,4,3,4,4,3,4,2,3,4,2,1.0,3,3.0,1
2344,0,1,1,3,3,1,1,3,131,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,4,3.0,3.0,3.0,4.0,3.0,3.0,4,2,4,4,4,4,4,3,4,4,4,4,4,3,3,4,1,3.0,2,4.0,1
4722,0,0,0,2,2,1,4,3,63,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,3.0,4.0,4.0,2.0,4.0,2.0,4,2,3,4,4,4,1,1,3,3,3,4,4,2,3,3,1,3.0,4,1.0,0
5640,0,2,0,0,0,1,0,0,22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,3,3.0,4.0,4.0,4.0,4.0,3.0,3,2,2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,2.0,3,4.0,1
5652,0,1,1,1,4,0,0,0,22,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,4,4,4,3,4.0,3.0,3.0,4.0,3.0,4.0,4,1,4,4,3,3,4,1,4,4,0,2,1,3,4,3,4,3.0,4,3.0,1
6262,0,0,1,2,2,1,1,4,181,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,3,1,4,3,2,2,1,1,0,4,4,4,4,3,4,4,0,3.0,3,3.0,0
4391,1,0,0,0,0,1,0,0,74,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,3,4,4,1,2.0,3.0,3.0,2.0,3.0,2.0,1,1,4,4,2,2,4,3,4,3,2,2,4,3,2,4,2,3.0,3,2.0,0
5423,1,0,1,4,4,1,3,0,121,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3,4,4,4,4,2.0,4.0,4.0,4.0,3.0,3.0,4,1,3,4,3,2,2,1,0,4,3,3,4,1,3,2,0,3.0,2,4.0,1
1245,1,0,1,2,2,1,1,0,70,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,3,2.0,4.0,4.0,3.0,4.0,3.0,4,1,2,4,4,4,4,3,4,4,1,4,4,4,4,1,2,3.0,4,3.0,0
2454,1,0,0,2,2,1,4,2,174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3,3,1,4,4,3.0,3.0,3.0,2.0,2.0,2.0,4,1,2,3,4,4,3,1,3,2,0,2,3,4,4,3,0,1.0,1,2.0,0
4754,0,1,1,2,0,0,2,1,186,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,4,4,4,4,3.0,3.0,3.0,4.0,4.0,3.0,0,1,2,4,3,3,1,2,3,4,4,4,4,4,4,4,1,3.0,2,3.0,0
4417,1,1,0,2,0,0,0,0,142,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,1,4,4,4,3.0,3.0,3.0,4.0,3.0,4.0,3,1,1,4,4,4,4,2,4,4,0,2,3,4,4,2,2,3.0,4,4.0,1
4964,1,1,0,1,2,0,0,0,105,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,3,0,3,4,4,4,1,3,4,4,3,4,4,3,4,4,2,4.0,3,4.0,0
35,0,0,1,0,2,0,0,0,121,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2,3,4,4,2,2.0,4.0,4.0,1.0,4.0,1.0,4,4,4,3,4,3,4,1,3,4,1,2,3,3,2,0,0,2.0,2,2.0,0
3491,1,0,1,4,2,0,0,0,74,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,2,3,3,4,4,4,4,4,2,4,3,1,4,4,4,4,4,2.0,4,3.0,1
176,0,0,1,3,2,0,0,2,197,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,3,3,3,3,1.0,3.0,3.0,2.0,2.0,0.0,3,3,4,4,3,3,4,3,4,4,2,2,2,2,3,3,4,1.0,2,0.0,0
2834,1,1,1,2,0,0,0,3,171,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,3,3,4,3,4.0,4.0,3.0,3.0,3.0,2.0,1,0,1,3,3,4,2,4,3,4,1,3,4,3,3,0,3,2.0,1,4.0,1
1477,0,0,1,0,2,0,4,3,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,3,4.0,3.0,3.0,4.0,4.0,3.0,4,3,3,3,4,4,4,2,1,3,2,4,3,4,4,3,3,1.0,2,3.0,0
26,0,0,1,2,2,1,0,0,121,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,4,3,4,4.0,4.0,4.0,4.0,3.0,4.0,0,0,3,3,3,3,3,2,3,3,3,4,3,4,3,0,4,1.0,0,4.0,1
5985,1,1,0,0,1,0,0,0,153,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,2.0,4.0,4.0,4.0,4.0,3.0,4,3,4,2,4,4,4,3,0,4,4,4,4,4,4,4,4,2.0,3,3.0,0
3995,0,0,1,2,0,0,4,1,186,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4,4,4,4,4,1.0,3.0,4.0,4.0,2.0,1.0,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,1.0,2,3.0,1
5137,0,1,1,2,2,1,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,4,2,4,4,2.0,4.0,3.0,2.0,4.0,2.0,3,0,2,2,4,4,4,1,2,3,1,3,3,3,3,1,4,4.0,2,2.0,0
3355,1,1,1,2,2,1,3,1,157,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3,3,4,4,1.0,2.0,3.0,1.0,1.0,2.0,3,1,4,4,4,4,1,1,3,4,0,2,3,3,3,1,1,3.0,2,1.0,0
2631,1,1,0,2,2,1,3,3,82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,4.0,3.0,4.0,3.0,4.0,4.0,3,3,3,4,4,3,1,3,2,4,4,4,4,2,3,2,0,2.0,2,4.0,1
4145,0,1,0,3,0,0,0,1,117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,3,4,4,4,3.0,3.0,4.0,4.0,4.0,4.0,4,3,2,3,3,3,2,1,4,2,2,4,4,4,4,4,2,2.0,2,4.0,1
5520,1,1,1,0,0,1,0,2,70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,4,3,4,1,4.0,3.0,3.0,3.0,3.0,2.0,4,3,2,1,3,3,0,1,3,1,4,2,3,3,4,1,1,3.0,4,3.0,1
3733,0,2,0,2,2,1,1,4,13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,4,1.0,3.0,3.0,1.0,4.0,1.0,2,1,4,4,3,4,2,0,2,4,2,4,4,4,4,2,4,3.0,1,1.0,0
1780,1,1,2,2,2,1,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,3,3,4,1,4.0,3.0,4.0,3.0,3.0,3.0,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,4.0,3,3.0,1
6335,0,0,1,0,2,0,0,0,146,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,4,4,4,3,4.0,4.0,3.0,4.0,4.0,3.0,3,4,2,3,1,4,3,3,3,1,2,4,4,4,4,3,1,2.0,4,4.0,1
4726,0,0,1,2,2,1,4,3,63,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,4,2,3,4,4,4,1,1,3,3,3,4,4,2,3,3,1,3.0,4,3.0,1
2775,0,2,0,2,4,0,4,0,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,3,4,4,3.0,4.0,4.0,4.0,4.0,4.0,0,0,4,3,4,4,4,0,0,4,3,4,3,1,4,1,4,4.0,2,4.0,1
5994,1,0,1,0,2,0,0,0,199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3,4,3,4,3,3.0,4.0,4.0,4.0,2.0,3.0,4,4,4,4,4,4,3,2,2,4,2,3,3,3,4,1,1,2.0,2,4.0,0
1518,0,1,1,2,2,1,3,1,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,3,4,3,4.0,4.0,4.0,4.0,4.0,4.0,2,2,3,4,4,4,3,2,4,4,2,3,3,3,3,3,2,3.0,3,4.0,1
6309,0,0,0,4,0,0,2,2,192,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,4,2.0,2.0,4.0,1.0,3.0,1.0,2,2,0,4,3,3,3,1,3,3,3,4,3,4,4,3,3,3.0,0,0.0,0
2324,0,1,1,2,3,0,4,0,105,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,3.0,4.0,4.0,4,4,4,4,4,4,2,4,0,4,4,4,4,4,3,4,3,2.0,2,3.0,0
1551,0,0,1,2,2,1,4,3,162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,3,4,3,4.0,4.0,4.0,3.0,4.0,3.0,1,0,1,4,4,2,1,1,0,4,4,4,4,2,4,4,1,1.0,2,4.0,1
50,0,1,0,4,0,0,0,0,132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3,4,3,3,2.0,4.0,4.0,3.0,3.0,3.0,2,1,0,4,3,3,1,1,4,4,4,4,4,4,4,4,1,4.0,3,4.0,1
5324,0,0,1,2,0,0,0,2,192,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,3,3,3,3.0,1.0,2.0,1.0,4.0,2.0,1,0,4,4,2,2,4,2,3,3,2,3,4,4,4,4,1,3.0,2,2.0,0
3069,0,1,1,0,3,0,0,2,17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,4,3,3,4,3.0,3.0,3.0,3.0,2.0,2.0,3,2,1,4,4,4,1,2,4,4,1,4,4,4,4,2,3,4.0,1,2.0,0
2782,0,1,1,2,4,0,1,2,12,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,4,2,4,4,4,4,4,1,4,3,2,4,4,4,4,3,3,3.0,2,3.0,0
664,0,2,1,3,0,0,0,2,58,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,4,4,2,2,2.0,3.0,3.0,3.0,4.0,4.0,2,0,1,2,3,4,1,0,3,4,1,3,4,3,4,2,3,3.0,3,2.0,0
4318,0,1,1,0,2,0,0,0,142,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,4,4,3,3.0,3.0,4.0,3.0,3.0,3.0,3,1,3,4,2,2,1,2,4,4,3,2,4,2,2,3,1,2.0,2,3.0,0
5442,1,1,1,0,4,0,1,0,142,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1,2,2,2,2,3.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,2,1,1,2,1,3,3,2,3,3,4,3,3,2.0,1,2.0,1
1317,0,1,1,2,3,0,1,1,130,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4,4,4,4,4,3.0,4.0,4.0,3.0,4.0,3.0,1,1,1,4,4,4,3,4,4,4,0,4,4,4,4,2,1,4.0,2,4.0,0
3757,0,1,1,2,4,0,1,0,63,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,3,2.0,3.0,3.0,3.0,3.0,2.0,3,0,4,4,4,3,3,0,0,4,1,4,4,4,4,2,0,3.0,3,3.0,0
6109,0,1,1,0,2,0,4,1,15,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,1,1,3,4,4,4,2,2,4,4,3,4,2,4,4,4,1,3.0,1,3.0,1
3426,1,1,1,2,0,0,1,2,194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,4,3,4,2,2.0,2.0,2.0,1.0,2.0,1.0,2,2,1,2,3,2,4,0,1,3,1,3,4,3,2,1,4,2.0,1,3.0,0
3816,1,1,1,0,0,1,3,1,42,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,3,4.0,4.0,4.0,4.0,3.0,4.0,3,3,3,4,4,4,4,3,1,3,4,4,4,3,4,3,3,2.0,3,4.0,1
2842,1,0,2,0,2,0,0,0,56,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,4,1,4,2,2.0,4.0,3.0,2.0,2.0,3.0,2,2,3,0,1,1,4,2,1,2,1,1,1,1,1,1,3,2.0,3,3.0,1
636,0,1,1,2,2,1,3,4,120,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,3,4,3,3,4.0,4.0,4.0,4.0,3.0,3.0,3,1,3,4,4,3,3,0,3,3,3,4,4,3,3,3,2,2.0,2,3.0,0
5963,0,1,1,2,0,0,3,2,79,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4,4,4,4,4,3.0,4.0,4.0,4.0,3.0,3.0,2,2,4,4,4,4,3,0,1,4,3,4,4,4,4,3,3,4.0,3,3.0,0
302,1,0,1,0,1,0,4,3,168,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,4,4,4,2,2.0,4.0,4.0,4.0,3.0,2.0,2,4,1,3,3,4,2,3,4,3,2,2,4,4,4,2,1,3.0,1,1.0,0
2583,1,1,1,2,3,0,0,1,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,3.0,3.0,2.0,2.0,3,2,2,3,2,2,2,3,4,4,0,4,4,1,2,0,4,3.0,2,3.0,1
2926,0,0,0,2,1,0,4,1,173,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,4,4,4,3.0,3.0,2.0,3.0,2.0,1.0,4,1,3,4,4,4,4,0,3,4,4,4,4,3,3,3,4,1.0,3,3.0,0
525,0,1,0,3,4,0,0,0,121,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,2,3,4,3,3,3,3,3,3,1,1,4,3,4,4,1,3.0,2,4.0,1
6451,1,1,0,2,4,0,0,0,136,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,3.0,4.0,2.0,3.0,3.0,3,1,2,4,3,3,1,1,3,4,3,2,4,3,4,3,0,3.0,4,2.0,0
731,0,0,0,2,0,0,4,3,192,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4,4,4,4,4,2.0,4.0,4.0,4.0,4.0,4.0,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,1,3.0,2,4.0,0
2947,0,1,0,0,1,0,1,0,165,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3,4,4,3,3,3,2,1,2,3,2,3,3,4,4,4,0,3.0,3,3.0,0
6023,0,1,1,3,2,0,1,1,23,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,3,4,2,4.0,4.0,4.0,4.0,3.0,4.0,4,0,2,4,4,3,4,2,3,4,0,1,4,3,2,0,3,4.0,2,4.0,1
639,0,1,1,2,2,1,3,4,120,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,3,4,3,3,1.0,4.0,4.0,0.0,3.0,0.0,3,1,3,4,4,3,3,0,3,3,3,4,4,3,3,3,2,2.0,2,1.0,0
5774,1,1,1,1,0,0,2,1,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,3,4.0,4.0,4.0,4.0,4.0,4.0,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2.0,3,4.0,1
3570,1,2,1,2,0,0,1,3,90,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,2,2,4,4,2.0,3.0,4.0,3.0,4.0,2.0,3,0,4,3,3,2,1,1,0,4,0,1,2,4,4,1,2,4.0,2,3.0,0
171,0,0,1,2,2,1,1,2,192,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,3.0,3.0,2.0,4,2,4,3,3,2,3,2,3,2,1,4,4,3,2,2,0,2.0,3,3.0,0
335,1,0,1,2,1,0,1,1,178,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,3.0,3.0,3.0,4.0,2.0,4,0,4,3,4,4,4,3,3,4,0,3,1,4,0,3,4,1.0,3,3.0,1
3813,0,1,1,0,2,0,0,1,71,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2,4,3,4,4,1.0,4.0,3.0,3.0,2.0,2.0,4,4,4,4,4,4,4,0,2,4,3,4,4,4,4,4,1,2.0,1,3.0,0
6494,1,0,0,2,2,1,3,3,121,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,3.0,3.0,4.0,3.0,3.0,4,4,4,4,4,4,2,3,4,4,3,3,4,3,3,3,3,3.0,3,4.0,1
6180,0,1,0,2,0,0,1,0,192,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,3,3,4,4,4,4,4,3,2,4,3,3,4,4,4,3,3,3.0,3,3.0,0
4740,0,0,1,2,2,1,4,3,63,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,4,2,3,4,4,4,1,1,3,3,3,4,4,2,3,3,1,3.0,4,0.0,0
3724,0,2,1,2,2,1,0,0,5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,3.0,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,4.0,4,4.0,1
137,0,0,0,0,0,1,4,3,178,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2,4,3,3,4,2.0,3.0,3.0,3.0,3.0,3.0,1,1,1,4,3,3,3,3,3,4,4,4,4,4,4,4,1,3.0,2,4.0,1
5320,0,0,1,2,3,0,0,2,192,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,3,3,3,2.0,2.0,3.0,2.0,4.0,2.0,1,0,4,4,2,2,4,2,3,3,2,3,4,4,4,4,1,3.0,2,2.0,0
983,0,0,0,2,2,1,4,0,179,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4,4,3,4,2.0,2.0,1.0,0.0,0.0,0.0,1,1,3,4,3,4,3,2,3,3,4,4,4,4,4,4,2,1.0,1,0.0,0
3300,1,1,0,2,2,1,4,2,36,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,2,3,3,3.0,3.0,2.0,3.0,2.0,2.0,3,0,2,3,3,2,4,0,1,1,2,3,4,4,4,1,1,3.0,2,2.0,0
5600,0,1,1,0,2,0,4,4,148,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,4,4,4,4,2.0,3.0,3.0,2.0,3.0,2.0,1,2,3,4,3,3,2,1,4,3,4,3,4,3,3,4,2,2.0,2,2.0,0
3321,1,0,0,3,2,0,1,1,194,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3,4,4,4,4.0,3.0,4.0,3.0,4.0,3.0,1,1,2,3,3,2,2,2,0,4,3,3,4,4,4,4,3,4.0,3,4.0,1
3497,1,0,0,4,3,0,0,0,74,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,2,3,3,4,4,4,4,4,2,4,3,1,4,4,4,4,4,1.0,4,4.0,1
3009,0,0,0,4,4,1,0,4,127,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,2,2.0,4.0,4.0,1.0,1.0,1.0,4,3,3,3,4,1,4,2,0,4,1,4,2,1,3,3,1,2.0,3,2.0,0
1718,1,1,1,1,2,0,1,2,31,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,4.0,4.0,1.0,4,4,4,3,3,2,1,2,4,3,1,3,4,3,4,1,1,2.0,3,3.0,1
6396,1,1,0,2,0,0,0,0,74,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,2.0,4.0,4.0,3.0,3.0,2.0,3,1,2,3,2,2,3,1,2,1,0,2,3,3,3,1,1,4.0,2,3.0,0
5951,0,1,0,2,0,0,0,4,17,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,2,3.0,4.0,4.0,4.0,3.0,2.0,0,0,0,4,4,4,1,0,4,4,3,4,4,4,4,2,0,2.0,2,3.0,1
619,0,1,0,0,2,0,4,4,169,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,4,4,3,3,2.0,3.0,3.0,3.0,2.0,3.0,1,1,1,4,4,4,1,0,3,2,2,4,4,4,4,1,1,3.0,2,3.0,1
955,0,0,0,2,2,1,4,3,178,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,1,1,4,3,1,1,0,0,4,4,1,1,3,2,3,4,0,2.0,1,4.0,1
